id,text,score,answer
0907,北宋定都于何处？北宋建立之初在民族关系上面临的主要问题？如何解决的？,3.0,都城：开封；问题：辽占据幽云十六州（或辽建立后，不断向南扩张）解决：宋辽议和，签订“澶渊之盟”。（各1分）
0908,元朝何时统一全国？在政治上有何首创？,2.0,时间：1279年；首创：行省制度。（各1分）
0909,根据唐朝的政治制度，哪个权力机构负责制定对敌之策？,2.0,中书省（2分）
0301,戊戌变法的内容?意义?序幕?,6.0,序幕：公车上书拉开了百日维新的序幕（2分）;内容：康有为、梁启超联合各省1300多名举人，上书光绪帝，请求拒和、迁都、变法（2分）;意义：戊戌变法虽然失败了，但在思想文化方面产生了广泛而持久的影响，为资产阶级思想的传播起了启蒙作用。（2分）
0302,中共七大的内容是什么?,6.0,（1）制定了党的政治路线:放手发动群众，壮大人民力量，在中国共产党的领导下，打败日本侵略者，解放全国人民，建立一个新民主主义的中国（2分）。（2）毛泽东当选为中共中央主席（2分）。（3）大会确立毛泽东恩想为中国共产党的指导恩想并写入党章（2分）。
0303,南昌起义的背景是什么?,4.0,"从大革命失败的教训中，中国共产党开始认识到独立掌握革命武装力量的重要性（2分）。国民党反动派的血腥屠杀政策,激起了中国共产党和革命群众的极大愤慨和强烈反抗（2分）。"
1801,中国民族资本主义经济的特点?,10.0,民族资本主义经济在国民经济中所占的比重很小，它始终没有成为中国社会经济的主要形式。（2分）在民族工业中，工业资本所占的比重小，商业资本和金融资本所占的比重大。（2分）民族资本主义工业主要是以纺织、食品工业为主的轻工业，缺乏重工业的基础，不能构成一个完整的工业体系和国民经济体系，在技术、设备以至原材料方面不得不依赖外国垄断资本和本国官僚资本。（2分）民族资本所经营的工业，规模狭小，经营分散，技术设备落后，劳动生产率低。（2分）民族资本主义经济与封建势力也有千丝万缕的联系。（2分）
1802,为什么不能将太平天国运动定性为反帝反封建运动?,10.0,太平天国运动只属于旧式农民起义，它由农民阶级领导，具有不可克服的阶级属性，《天朝田亩制度》虽从根本上否定了封建地主的土地所有制，但平均主义却不符合实际，它所描绘的理想天国仍然是闭塞的自给自足的自然经济。（5分）当时处于第一次工业革命完成之后，各国还未进入帝国主义时期，而且太平天国的矛头也没有明确地对准列强，只能算是反侵略的战争。（5分）
1803,辛亥革命的历史意义?,5.0,辛亥革命推翻了封建势力的政治代表、帝国主义在中国的代理人清王朝的统治，沉重打击了中外反动势力，使中国反动统治者在政治上乱了阵脚。（1分）辛亥革命结束了统治中国两千多年的封建君主专制制度，建立了中国历史上第一个资产阶级共和政府，使民主共和观念开始深入人心。（1分）辛亥革命推动了中国人民的思想解放。（1分）辛亥革命推动了中国的社会变革，促使中国的社会经济、思想习惯和社会风俗等方面发生了新的积极变化。（1分）辛亥革命不仅在一定程度上打击了帝国主义的侵略势力，而且推动了亚洲各国民族解放运动的高潮。（1分）
1804,遵义会议的意义？,6.0,(1)遵义会议在极其危急的情况下挽救了中国共产党、挽救了中国工农红军、挽救了中国革命，开始确立了以毛泽东为代表的新的中央的领导，成为中国共产党历史上一个生死攸关的转折点。(三个挽救，一个转折)（2分）(2)标志着中国共产党在政治上走向成熟《遵义会议的一系列重大决策，是在中国共产党同共产国际中断联系的情况下，独立自主地作出的。（2分）(3)证明中国共产党是具有自我净化(具有自身纠错能力)和自我发展的能力的，通过总结成功的经验和失误的教训，不断地把党及党所领导的革命事业不断推向前进的。（2分）
1805,中国实行社会主义改造的历史条件,8.0,(1)社会主义性质的国营经济力量相对比较强大，它是实现国家工业化的主要基础。（2分）(2)此本主义经济力量弱小，发展困难，不可能成为中国工业起飞的基础。（2分）(3)对个体农业进行社会主义改造，是保证工业发展、实现国家工业化的一个必要条件。（2分）(4)当时的国际环境也促使中国选择社会主义。（2分）
1806,新文化运动的背景,6.0,（1)政治方面：①帝国主义加紧侵略；②军阀统治，日趋黑暗，必须继续进行反帝反封建斗争。（2)经济方面：一战期间，中国资本主义进一步发展。资产阶级强烈要求实行民主政治，发展资本主义，这是根本原因。(3)思想文化方面：①西方启蒙思想进一步传播，民主共和的思想深入人心。②北洋军阀推行尊孔复古的逆流(民主共和观念和尊孔复古逆流势不两立)。各2分
1601,英国发动鸦片战争根本目的是什么?,6.0,找开中国市场（2分），推销工业（2分）和掠夺廉价的工业原料（2分）。
1602,"为实现这一目的,18世纪中中到19世纪中期，英国相继采取哪些手段?结果如何?",6.0,18世纪中期主要同中国进行正常贸易，没能打开中国市场。（2分）19世纪上半期，主要是向中国大量走私鸦片，中国白银大量外流，但由于林那么徐领导的禁烟运动使其遭受重创。（2分）19世纪中期，发动了侵略战争，用武力打开中国的大门。（2分）
1603,鸦片战争对中国社会造成的最严重影响是什么?,4.0,鸦片战争对中国造成的最严重的影响是使中国社会性质发生了变化（2分），由一个独立自主的封建社会开始沦为半殖民地半封建社会。（2分）
1604,试述太平天国运动、戍戌变法、义和团运动、辛亥革命各有什么特点。,8.0,太平天国运动是伟大的反封建反侵略的农民运动（1分），它是几千来农民战争的最高峰，沉重打击了中外反动势力（1分）。戊戌变法是自主而下的资产阶级改良运动（1分），其目的是挽救民族危亡，发展资本主义，因而是爱国的、进步，它起了思想启蒙作用，为资产阶级思，想的传播奠定了基础（1分）。义和团运动是轰轰烈烈的农民反帝爱国运动（1分），它沉重打击了中外反动势力，显示了中国人民的伟大力量（1分）。辛亥革命是一次伟大的反帝反封建的资产阶级民主革命（1分），它推翻社会制度，建立资产阶级民主共和国，颁布了《中华民国临时约法》，便民主共和国观念深入人民（1分）。
1605,他们带给人们的共同历史教训有哪些?,4.0,教训:这四次斗争都失败了，都没有能推翻封建主义的统治。没有改变中国沦为半殖民地半封建社会的命运（2分）这说明，在近代中国，无论农民，还是资产阶级维新派、革命派、都不能领导反帝反封建的斗争取得胜利，中国民主革命的任务只能由无产阶级来承担。（2分）
1606,世纪末20世纪初面对帝国主义侵略，中国社会各种政治力量分别采取哪些措施和行动来谋求救国之路挽救民族危亡的?,6.0,"资产阶级维新派：宣传维新思想（1分），发动戊戌变法（1分）。资产阶级革命派：宣传革命思想（1分），成立兴中会，筹划武装起义,推翻清政府（1分），提出了辛亥革命的指导思想——三民主义，为创建资产阶级共和国进行长期艰苦奋斗（1分）。人民群众：掀起义和团反帝国运动。（1分）"
0304,西汉文帝和景帝为什么要实行以农为本的政策?,3.0,"农业是主要生产部门,为当时社会之根本,农业收入是国家主要财源;（1分）大量土地荒芜,人民处于饥荒,国库亏空;（1分）为保障人民基本生存,社会安定,必须实行以农为本的政策。（1分）"
0305,西汉文帝和景帝治理社会的措施有哪些?,3.0,"要求各级官吏关心农桑,并进一步减经赋税和徭役,把田赋降到了三十税一;（1分）重视“以德化民”,废除了一些严邢峻法;（1分）③提倡勤俭治国,反对奢侈浮华。(1分)"
0306,"唐太宗统治时期出现了怎样的政治,经济局面?",8.0,政治局面:①政治清明（1分）;②社会铁序相对安定（1分）;③阶级矛盾相对缓和（1分）;④民族团结。（1分）经济局面:①经济得到进一步发晨（1分）;②国力增强;（1分）③社会风气开放;（1分）④生产水平提高。（1分）
0101,为推翻北洋军阀的反动统治和抗击日本侵略、挽救民族危亡，国共两党曾经两度合作。请分别说出国共两次合作的重要历史作用,4.0,第一次国共合作，进行国民革命运动，有力推动了北伐战争的胜利进军；（2分）第二次国共合作，建立抗日民族统一战线，领导全民族抗战，称为抗日战争胜利的重要保障（2分）
0102,中国四大发明对欧洲近代社会转型的起什么作用？18—19世纪的欧美各国、中国近代百年的变迁都属于社会转型期。请从各个时期经济、政治、思想方面的变化归纳导致以上社会转型的共同因素,4.0,都为过渡到资本主义社会创造了条件。(1分)共同因素：①经济：新兴经济成分的产生及发展成为社会变革的经济基础（欧美和中国近代资本主义经济）(1分)②政治：新兴阶级力量的形成（欧美和中国近代资产阶级力量的发展）；各国改革或革命运动的推动(1分)③科技文化的进步和思想解放运动的促进（近代自然科学诞生；启蒙运动）(1分)
0103,概括清末铁路发展的特点。有学者称“川汉铁路搞倒了一个王朝”，结合所学知识，谈谈你的认识,6.0,特点：政府的支持(1分)；资金来源多样（或：政府投资与民间集股、借款等并举）(1分)；洋务运动的推动；铁路布局集中在东部不均衡。(1分)认识：清政府为筹建川汉铁路曾发行股票，客观上有利于经济的发展(1分)；20世纪初，清政府准备把川汉铁路的修建权转让给外国，侵吞股银，加深了民众对清政府卖国政策的憎恨，加剧了清朝的统治危机，引发了四川保路运动(1分)；清政府调集湖北新军前往镇压，为湖北的革命势力提供了有利契机，成为武昌起义成功的重要因素(1分)。
0104,近代以来，资本主义列强发动了一系列侵略中国的战争，给中华民族带来了深重的灾难。（1）1840年，英国发动了侵略中国的鸦片战争，使中国的社会性质发生了什么变化？（2）1894年，日本发动了什么战争？战后中国被迫签订了什么条约？,6.0,由封建社会开始沦为半殖民地半封建社会（2分）甲午中日战争（2分）《马关条约》（2分）
0105,八国联军侵华发生在哪一年？对中国产生了什么影响？在什么战争中中国取得了最终胜利，从而改变了近代以来中国对外战争屡败的局面？,6.0,1900年，战后被迫签订了《辛丑条约》（2分），使中国完全沦为半殖民地半封建社会（2分）。抗日战争（2分）。
0106,美国独立战争的开始标志，美国独立战争的转折点,4.0,来克星顿的枪声（2分）；萨拉托加大捷（2分）
0307,第一次国内革命失败后，中国共产党独立领导的起义的名称,4.0,南昌起义（2分）秋收起义（2分）
0308,英、法、美、俄、日、在其资本主义发展道路上的最大障碍各是什么。,5.0,英：斯图亚特王朝的封建专制统治（1分）法：封建专制统治（1分）美：英国的殖民统治和黑人双隶制度（1分）俄：农双制（1分）日：封建幕府统治（1分）
0309,在20世纪70年代中国在外交上有哪些成就,6.0,1972年美国总统尼克松访华，双方签署《中美联合公报》，1979年中美正式建交，两国关系开始正常化。（2分）1971年10月，第26届联合国大会上恢复了中国在联合国的合法权利。（2分）1972年，日本首相田中角荣访华，中日正式建立外交关系。（2分）
0504,20世纪前半期欧洲的“两次分裂”具体指什么？丘吉尔的“意识”意味着世界格局开始了怎样的变化？,3.0,欧洲的“两次分裂“指两次世界大战；（1分）变化：英国失去了世界霸主的地位（或欧洲失去了世界中心的地位），（1分）美国、苏联开始成为世界的主导力量。（1分）
0505,法德关系的发展体现了欧洲发展的什么趋势？指出这一趋势出现的原因有哪些？,2.0,趋势：经济、政治一体化趋势；（1分）原因：两次世界大战给欧洲带来巨大灾难，欧洲人民渴望和平；面临苏联的威胁和美国的控制；顺应经济全球化的趋势。（1分，任答一点）
0506,如何理解近代中国民族资本主义“从分布到类型上都体现出‘后天不足’的病症”？,2.0,分布上：近代民族工业主要分布在沿海和沿江地区，地区分布极不平衡；（1分）类型上：近代民族工业主要集中在轻工业，重工业的基础极为薄弱。（1分）
0107,秦朝创立的政治制度思想基础是什么？这一制度有何特点？在中国古代长期延续的主要原因有哪些？,3.0,基础：法家思想。（1分）特点：皇权至高无上；帝位终身制和皇位世袭制；各级官吏一律由皇帝直接任免；“君权神授”；实行思想文化专制。（１分）原因：小农经济占主导地位；专制主义中央集权制度不断强化；封建思想根深蒂固。（１分）
0108,汉代向西域传播哪些技术？这一时期中欧关系有哪些主要特点？经济文化交流对欧洲发展有何影响？,3.0,技术：开渠、凿井、铸铁等技术。（1分）特点：时间早；间接交往为主；经济文化交流为主；中国文化影响欧洲（中华文明占主导地位）。（１分）影响：丝绸等传入欧洲，丰富了欧洲人民生活。（1分）
0109,秦汉时期政治、经济、文化全面发展，为中华文明发展奠定基础。结合所学，谈谈对中华文明的认识。,3.0,认识：中华文明深深熔铸在民族的生命力、创造力、凝聚力之中，源远流长；（１分）各族人民对中华文明有强烈的认同感和归属感；具有明显地域性特征；（１分）中华文明对今天中国人的价值观念、生活方式和中国的发展道路，具有深刻影响；（１分）中华文明在世界文明中占有重要地位，对人类的进步和世界文明发展产生了深远影响。（１分）
0507,二战后西方国家进一步修正“古典”发展模式的主要原因是什么？,4.0,主要原因：第三次科技革命的推动；（2分）经济危机教训的汲取。（2分）
0508,分析苏联模式有何弊端？,4.0,弊端：行政命令管理经济，否定市场和价值规律，企业缺乏足够的动力和活力，经济效益低下（2分）；轻重工业比例失调，牺牲了农民利益，影响人民生活水平的提高。（2分）
0509,西方国家与中国对各自经济发展模式成功修正的手段有何共同之处？纵观经济发展模式的调整过程，你能得出什么启示？,6.0,共同之处：自由放任与国家干预相结合（市场与计划相结合）。（2分）启示：任何经济模式都应适应当时生产力发展；（2分）应根据国情选择经济模式并不断调整，防止僵化。（2分）
1901,为了恢复被战争严重破坏了的俄国经济，1921年列宁采取的一项伟大的经济措施是什么？,1.0,新经济政策（1分）
1902,为推翻北洋军阀的反动统治和抗击日本侵略、挽救民族存亡，国共两党曾经两度合作。请分别说出国共两次合作的重要历史作用。,2.0,（1）第一次国共合作，进行国民革命运动，有力地推动了北伐战争的胜利进军（1分）。（2）第二次国共合作，建立抗日民族统一战线，领导全民族抗战，成为抗日战争胜利的重要保证。（1分）
1903,你认为在当今世界，国家间的相互合作应遵循怎样的原则？,3.0,以相互尊重国家主权为前提（1分）；平等协商（1分）；和平共处（1分）；互利互惠（1分）；共同发展（1分）；共同维护世界和平与安全（1分）等。（言之有理即可）
1904,说明第一次世界大战给人类带来的伤害。(I分)指出第一次世界大战中因残害众多生命被形容为“地狱”的战役。(1分),2.0,伤害:遣成大量的人员伤亡;造成严重的心灵创伤。战役:凡尔登战役。
1905,"中华民国人民一律平等,无种族、阶级、宗教之区别;人民享有人身、财产、考试、选举及被选举等自由和权利。规定的内容体现了什么原则?(1分)它是哪次革命的重要成果?(1分)",2.0,原则:平等自由原则(或民主自由原则)。革命:辛亥革命。
1906,少数民族自治县建立所依据的政治制度。(1分)边远地区的贫困县实现整族脱贫有什么重要意义?(1分),3.0,"政治制度:民族区域自治制度。意义:有利于实现各民族共同繁荣发展;有利于各民族共同团结奋斗;有利于维护民族团结,促进少数民族地区发展;有利于全面建成小康社会。"
1907,西汉文帝和景帝为什么要实行以农为本的政策?,2.0,"原因:①农业是主要生产部门,为当时社会之根本,农业收入是国家主要财源(1分);②大量土地荒.芜，人民处于饥荒,国库亏空(1分);③为保障人民基本生存,社会安定,必须实行以农为本的政策。(1分)"
1908,唐太宗统治时期出现了怎样的政治、经济局面?,2.0,政治局面:①政治清明;②社会秩序相对安定;③阶级矛盾相对缓和;④民族团结。(答出任意:一点即可得1分)经济局面:①经济得到进一步发展;②国力增强;③社会风气开放;④生产水平提高。(答出任意一点即可得1分)
1909,第一个与新中国建交的是哪一国家?中国长期以来奉行怎样的外交政策以及外交理念?,3.0,国家:苏联。(1分)政策:独立自主的和平外交政策。(1分)理念:共商共建共享的全球治理观，构建人类命运共同体。(1分)
2001,美国独立战争爆发的导火索和原因？,4.0,导火索：波士顿倾茶事件（2）根本原因：为了独立自主，为了反抗英国对殖民地的无休止的压榨。（2）
2002,新文化运动的意义,3.0,"动摇了封建思想的统治地位,人们的思想得到空前解放。（0.5分）；民主和科学思想得到弘扬,推动了中国自然科学的发展。（0.5分）；为五四运动爆发起了思想宣传动员作用。（0.5分）；后期传播的社会主义思想,为中国先进知识分子所接受,作为拯救国家、改造社会的思想武器。（0.5分）；有利于文化的普及和繁荣。（0.5分）；对东西方文化存在绝对肯定或绝对否定的偏向,一直影响到后来。（5分）"
2003,遵义会议的主要内容和意义,5.0,(1)主要内容：会议解决了博古等人在军事上和组织上的错误，取消了博古等人在军事上的指挥权，肯定毛泽东的正确主张。确立了以毛泽东为核心的党中央的正确领导。(2)意义：会议挽救了党、挽救了红军、挽救了革命，是党的历史上生死攸关的转折点
